response_id,survey_name,survey_group,response_date,response_month,county,sub_county,organization,facility_name,facility_ownership,gender,age_group,education_level,marital_status,user_type,satisfaction,access_challenge,equipment_adequate,confidentiality,rights_awareness,comfortable_at_facility,counseled,sentiment_score,sentiment_label,themes,snippet,positive_text,concern_text,improvement_text,access_text,highlight_text,additional_text,mental_challenges,mental_support_sought,mental_network_response,mental_support_needed
238.0,CLM Feedback,Facility service experience,2023-02-03,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Male,25-34,Primary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,No,0.4877,Positive,"staff_attitude, equipment_space, confidentiality_stigma, access_cost",None,Confidentiality,None,More staffs be employed,More clinical rooms,Good services.affordability and accessibility,There should be enough supply of water,,,,
238.0,CLM Feedback,Facility service experience,2023-02-03,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Male,35-44,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.4404,Positive,"staff_attitude, wait_time, confidentiality_stigma, access_cost",Long waiting time,Good relationship between clients and staffs,Long waiting time,More staffs be employed,Reduced waiting time,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-03,2023-02,Homa Bay,,LARCOD,Othoro Health Centre (Rachuonyo),GOK,Male,18-24,Secondary school,Single,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.6255,Positive,"staff_attitude, medicines_supplies, food_transport_support",None,Good,None,Drugs,No,Friendly,Food and some fruits,,,,
211.0,App quality feedback,Digital experience,2023-02-03 06:37:16,2023-02,Nairobi,Makadara,,Unknown,Unknown,Female,31 to 55,Unknown,Unknown,Peer Monitor/ Educator,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Mixed / Neutral,,,,,,,,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Kisaku Dispensary,GOK,Male,25-34,Secondary school,Single,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.6263,Positive,"staff_attitude, equipment_space",None,None,None,Increase health workers,Increase health equipments,Committed doctors,None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Nyamadede Community Dispensary,GOK,Adolescent Girl/Boy,Under 18,Secondary school,Other,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.4939,Positive,"staff_attitude, confidentiality_stigma",None,Friendly staffs,None,None,Employ more doctors,Confidential services,None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Nyamadede Community Dispensary,GOK,Female,45-54,Secondary school,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.7179,Positive,"staff_attitude, equipment_space",None,Good services offered,None,Improve on sanitation,Increase health equipments,"Understanding doctors , friendly staffs and environment",None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Nyamadede Community Dispensary,GOK,Male,25-34,University/College,Polygamous,Unknown,Satisfied,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Mixed / Neutral,,,,,,,,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Kisegi Sub-District Hospital,GOK,Male,45-54,Secondary school,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.771,Positive,staff_attitude,None,They are free and open,None,Increase health care workers,Employ more doctors,"Lovely doctors , good sanitation",None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Kisegi Sub-District Hospital,GOK,Female,45-54,Vocational training or technician,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.7251,Positive,"staff_attitude, confidentiality_stigma",None,They are confidential,None,Put up more structures,Employ more doctors,"Good services, good doctors",None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Kisaku Dispensary,GOK,Adolescent Girl/Boy,Under 18,Secondary school,Other,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.6705,Positive,"staff_attitude, equipment_space, confidentiality_stigma",None,They are very confidential,None,At least work on opening time,Increase health equipments,Friendly staffs,None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Kisaku Dispensary,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,-0.2411,Negative,"equipment_space, confidentiality_stigma",None,They are educative,None,Increase health equipments,Buy more health equipments,Confidential services,None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,25-34,University/College,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time, confidentiality_stigma",Long waiting time,The fasteners of services,Long waiting time,Reduced waiting time,More staffs be employed,Confidentiality,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Secondary school,Married,Peer Monitor/ Educator,Very satisfied,Yes,No,Yes,Yes,Yes,Yes,-0.1027,Mixed / Neutral,"staff_attitude, medicines_supplies, equipment_space",Lack of some services,The staffs are friendly,Lack of some services,Provision of drugs,Infrastructure eg wards,Lack of drugs,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Primary school,Polygamous,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,No,0.4404,Positive,"staff_attitude, wait_time, medicines_supplies",Long waiting time,The staffs have good communication skills,Long waiting time,Provision of drugs,Addition of more staffs,Nothing,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,18-24,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"wait_time, equipment_space, confidentiality_stigma, access_cost",Long waiting time,How clinics are run and managed,Long waiting time,More clinical rooms,Reduced waiting time,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,University/College,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,No,Yes,No,0.4939,Positive,"staff_attitude, medicines_supplies",Nothing,The staffs are friendly,Nothing,Addition of staffs,Provision of drugs,None,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Nyamadede Community Dispensary,GOK,Female,35-44,Primary school,Polygamous,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.7195,Positive,"staff_attitude, equipment_space, confidentiality_stigma",None,The services are friendly,None,None,Increase health equipments,"Committed doctors , confidential services",None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Kisegi Sub-District Hospital,GOK,Female,Under 18,Secondary school,Polygamous,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.6414,Positive,"medicines_supplies, equipment_space",None,They are free,None,Sanitation,Increase health equipments,"Good services , availability of enough drugs",None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,-0.6124,Negative,"staff_attitude, medicines_supplies",Harassment by some staffs,The services are well offered,Harassment by some staffs,Addition of drugs,Addition of more staffs,Some staffs are embarrassing clients,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,35-44,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.4404,Positive,"staff_attitude, wait_time, equipment_space, confidentiality_stigma, access_cost",Long waiting time,Confidentiality,Long waiting time,More staff be employed,Introduction of modern equipment,Good services. Confidentiality and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Secondary school,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,-0.8555,Negative,"staff_attitude, medicines_supplies",Lack of drugs,The staffs are time conscious,Lack of drugs,"Provision of drugs, addition of more staffs","Maternity, wards","Lack of enough drugs, harassment by staffs sometimes, lack of staffs during lunch hour.",The government should provide enough drugs,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,DICE,Male,18-24,Primary school,Single,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, confidentiality_stigma, access_cost",None,Confidentiality,None,More staff be employed,More staff be employed,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Kisegi Sub-District Hospital,GOK,Female,35-44,Secondary school,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.8801,Positive,,None,They are convincing,None,Put up more structures,Increase health workers,"Committed workers , lovely workers",None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Male,25-34,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time, confidentiality_stigma, access_cost",Long waiting time,Accessibility,Long waiting time,Reduced waiting time,More staff be employed,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,University/College,Single,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,No,0.2732,Positive,"staff_attitude, medicines_supplies",Nothing,Services are well offered,Nothing,Provision of drugs,Refresher training for service providers,Nothing,None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Kisaku Dispensary,GOK,Male,25-34,University/College,Single,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.8996,Positive,staff_attitude,None,They are free and fair,None,Put up more structures,Employ more doctors,"Good services, friendly staffs",None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Secondary school,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time",Long waiting time especially from 2:00 pm,Some staffs are friendly.,Long waiting time especially from 2:00 pm,Maternity,"Wards , maternity","Some staffs harass clients, sometimes long waiting time",,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Unknown,GOK,Female,45-54,Secondary school,Widowed,Unknown,Satisfied,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.2537,Positive,staff_attitude,None,Pockect friendly for they don't require any cash from you,None,Increase the number of employees,,,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,No,Yes,No,-0.3182,Negative,"staff_attitude, wait_time, medicines_supplies","Long waiting time,",None,"Long waiting time,","Addition of staffs, provision of essential drugs",Addition of more staffs,"Long waiting, lack of enough drugs",The government should provide enough drugs and staffs,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Primary school,Polygamous,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,-0.3182,Negative,"medicines_supplies, equipment_space",Lack of enough drugs,Availability of drugs sometimes,Lack of enough drugs,Infrastructure,Infrastructure,,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Primary school,Polygamous,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,-0.1531,Mixed / Neutral,"medicines_supplies, equipment_space",Nothing,The services are well provided,Nothing,Provision of essential drugs,Infrastructure,Inadequate drugs,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Secondary school,Polygamous,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,No,Yes,0.7122,Positive,"staff_attitude, wait_time, medicines_supplies, equipment_space",Delays during consultation with technical staffs,"The staffs observe good communication skills, the staffs are very friendly, staffs pay attention to clients",Delays during consultation with technical staffs,Concentration of staffs to patients,Availability of enough drugs,"Inadequate drugs,there should good organization on service delivery eg systematic protocol",,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Secondary school,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,-0.1779,Mixed / Neutral,"staff_attitude, medicines_supplies",Lack of enough drugs,The staffs have a good understanding of client's needs,Lack of enough drugs,"Maternity, wards",Construction of wards and maternity wing,Lack of enough drugs,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,No,No,Yes,No,No,No,0.2466,Positive,,Not satisfied,Nothing,Not satisfied,Not aware,Not aware,N/A,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-02,2023-02,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Primary school,Polygamous,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,No,-0.47,Negative,"staff_attitude, medicines_supplies, equipment_space",Inadequate drugs,Good communication skills by the staffs,Inadequate drugs,Not sure,"Infrastructure eg wards, maternity",Lack of enough essential drugs,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,18-24,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time, confidentiality_stigma, access_cost",Long waiting time,Affordability,Long waiting time,More equpments,More staff be employed,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time, confidentiality_stigma, access_cost",Long waiting time,Affordability of services,Long waiting time,Reduced waiting time,More staffs be employed,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Othoro Health Centre (Rachuonyo),GOK,Male,25-34,Primary school,Married,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.8307,Positive,"staff_attitude, wait_time, medicines_supplies, food_transport_support",Nothing,Good,Nothing,To supply more drugs,Recruit more staffs,Good and fast,To organise support group and seminars,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,35-44,University/College,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.7251,Positive,"staff_attitude, wait_time, confidentiality_stigma, access_cost",Long waiting time,Good reception,Long waiting time,More staff,Good services,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Othoro Health Centre (Rachuonyo),GOK,Male,55-64,Primary school,Married,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.5779,Positive,"wait_time, food_transport_support",None,Good,None,Don't know,Refuse to answer,Fast,Food stuff like poridge peanuts and fruits,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Othoro Health Centre (Rachuonyo),GOK,Male,45-54,Primary school,Married,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.6705,Positive,"staff_attitude, wait_time, medicines_supplies",None,Good,None,Drugs to be supplied enough,Increase the number of staffs,Fast,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Male,25-34,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time, medicines_supplies, access_cost",Long waiting,Affordability,Long waiting,Reduced waiting time,More staffs be employed,Long waiting time.drugs out of stock and few staff,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Male,18-24,Primary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time, confidentiality_stigma, access_cost",Long waiting time,Affordability of services,Long waiting time,More staffs be employed,Reduced waiting time,Professionalism.confidentiality.,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,18-24,Primary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.4588,Positive,"staff_attitude, medicines_supplies, equipment_space, confidentiality_stigma, access_cost",Drugs out of stock,Friendliness of the staff,Drugs out of stock,Baba of drugs,Availability of drugs,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,35-44,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,-0.4019,Negative,"staff_attitude, medicines_supplies, equipment_space, confidentiality_stigma, access_cost",Inadequate drugs stock,Professionalism of staffs,Inadequate drugs stock,More drugs to be stock,Availability and accessibility of drugs,Confidentiality.services offered,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,35-44,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time, confidentiality_stigma, access_cost",Long waiting time,Keeness of the doctors,Long waiting time,Reduced the time taken to see a patient,Employment of more staff,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,18-24,Primary school,Single,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time, equipment_space, confidentiality_stigma, access_cost",Long waiting time,Confidentiality,Long waiting time,More clinical rooms,More staff,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Othoro Health Centre (Rachuonyo),GOK,Female,18-24,Secondary school,Single,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.5622,Positive,"wait_time, medicines_supplies",Nothing,GOOD,Nothing,Drugs to be supplied enough,To employ more personnels to make the services run smoothly,Fast,None,,,,
238.0,CLM Feedback,Facility service experience,2023-02-01,2023-02,Homa Bay,,LARCOD,Othoro Health Centre (Rachuonyo),GOK,Female,18-24,Secondary school,Single,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.749,Positive,"staff_attitude, medicines_supplies",Nothing,Good,Nothing,Drugs to be supplied enough,To employ more personnels,Friendly,Seminars to be organised more,,,,
238.0,CLM Feedback,Facility service experience,2023-01-17,2023-01,Homa Bay,Rachuonyo North,LARCOD,Miriu Health Centre,GOK,Male,31 to 55,Secondary school,Married,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.264,Negative,"staff_attitude, wait_time",None,Quick attention,None,Nothing,Currently Nothing,"Quick service, Friendly staff and Good teachings sessions",Nothing. I'm satisfied with the service given today,,,,
238.0,CLM Feedback,Facility service experience,2023-01-17,2023-01,Homa Bay,Rachuonyo North,LARCOD,Miriu Health Centre,GOK,Male,31 to 55,Secondary school,Married,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.6047,Positive,"wait_time, confidentiality_stigma",None,Good teachings,None,Nothing,None currently,"Good teachings, Confidentiality and Quick attention",Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-17,2023-01,Homa Bay,Rachuonyo North,LARCOD,Miriu Health Centre,GOK,Male,31 to 55,Primary school,Polygamous,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.0519,Mixed / Neutral,staff_attitude,None,Professional advice,None,Nothing,Currently None,"Friendly staff, Good approach employed and professional teaching",Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-17,2023-01,Homa Bay,Rachuonyo North,LARCOD,Miriu Health Centre,GOK,Male,31 to 55,Primary school,Polygamous,Peer Monitor/ Educator,Satisfied,No,Yes,Unknown,Yes,Yes,Yes,0.7906,Positive,"staff_attitude, wait_time, counseling_mental_health",Delay in starting today's clinic,Professional Teachings/counseling,Delay in starting today's clinic,Clinic starting time to be maintained,Strict time management especially commencement of clinic time,"Good teachings, Friendly staff and Friendly approach given",Time management,,,,
238.0,CLM Feedback,Facility service experience,2023-08-18,2023-08,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,35-44,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time, confidentiality_stigma, access_cost",Long waiting time,Affordability,Long waiting time,Reduced waiting time,More staffs be employed,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,18-24,University/College,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time, equipment_space, confidentiality_stigma, access_cost",Long waiting time,Affordability,Long waiting time,More rooms,Employment of more staff,confidentiality and privacy,,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Male,25-34,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,-0.4019,Negative,"staff_attitude, medicines_supplies, equipment_space, confidentiality_stigma, access_cost",Inadequate drugs stock,Accessibility,Inadequate drugs stock,More staffs be employed,Availability of drugs,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.0,Mixed / Neutral,access_cost,Nothing,Affordable cost,Nothing,Do not know,Nothing,Nothing,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,Yes,Not sure,Yes,Yes,Yes,No,0.742,Positive,,Very poor service delivery,Nothing,Very poor service delivery,Do not know,Outreaches should be done in our various communities,No charges,No charges,,,,
238.0,CLM Feedback,Facility service experience,2023-01-08,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Male,25-34,Vocational training or technician,Polygamous,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.4865,Negative,,The service was not effective,Nothing,The service was not effective,Do not know,Nothing,No charges,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,45-54,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.4404,Positive,"staff_attitude, wait_time, confidentiality_stigma, access_cost",Long waiting time,Affordability,Long waiting time,Additional of more staff,Provide funds to improve services,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Male,18-24,Nursery/Pre-school,Married,Unknown,Satisfied,No,Yes,Yes,No,Yes,No,0.4767,Positive,,Nothing,It was cheap and effective,Nothing,Nothing,Do not know,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Prefer not to answer,35-44,Primary school,Single,Unknown,Satisfied,No,Yes,Yes,No,Yes,Yes,0.5493,Positive,,Nothing,The service was cosy effective,Nothing,Nothing,Nothing,No charges,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-05-07,2023-05,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,18-24,Vocational training or technician,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.3607,Positive,,Nothing,The service was effective,Nothing,Nothing,Do not know,No charges for HIV services,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Secondary school,Polygamous,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.5493,Positive,access_cost,Nothing,Affordable cost and effective,Nothing,Nothing,Nothing,No charges,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,35-44,Secondary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.1143,Mixed / Neutral,access_cost,Nothing,Affordable cost,Nothing,Nothing,Nothing,No charges,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Other,0.4767,Positive,,Nothing,The service was effective,Nothing,Nothing,Nothing,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.1537,Mixed / Neutral,"staff_attitude, wait_time, access_cost",Service delivery was slow,Affordable and affective,Service delivery was slow,More providers should be employed,Nothing,No charges,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Secondary school,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,-0.3774,Negative,"staff_attitude, medicines_supplies, equipment_space",Nothing,Availability of drugs almost all the times,Nothing,Provision of more staffs,Provision of essential drugs and more staffs,Lack of consistent electricity,The county government should continue providing essential drugs to the facility,,,,
212.0,Mental health survey,Mental health and community support,2023-01-31 11:20:12,2023-01,Kilifi,Embu West,,Unknown,Unknown,Female,18 to 30,Unknown,Unknown,Peer Monitor/ Educator,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Mixed / Neutral,,,,,,,,,,,,
